ID,Time,Train_set_size,Test_set_size,convergence_epoch,training_acc,testing_acc
4,1,8000,2000,9,100.0,100.0
4,2,8000,2000,6,100.0,100.0
4,4,8000,2000,2,100.0,100.0
4,5,8000,2000,4,100.0,100.0
4,6,8000,2000,5,100.0,100.0
4,7,8000,2000,4,100.0,100.0
4,8,8000,2000,10,100.0,100.0
4,9,8000,2000,0,99.13750290870667,99.1599977016449
4,10,8000,2000,4,100.0,100.0
4,1,8000,2000,11,100.0,100.0
4,0,8000,2000,6,100.0,100.0
