ID,Time,data,Final_acc,Final_dev_acc,initial_train_acc,initial_dev_acc,all_merges,correct_merges,state_set_size,equivalence
<<<<<<< HEAD
6,0,100,100.0,100.0,100.0,5.7,308,292,6,1
6,0,100,100.0,100.0,100.0,5.5,290,269,6,1
6,0,100,87.68606224627875,17.5,100.0,5.5,266,253,5,0
6,0,100,100.0,100.0,100.0,6.2,344,319,7,1
6,0,100,100.0,100.0,100.0,5.3,305,279,6,1
6,0,100,93.69863013698631,69.0,100.0,5.1,234,201,6,0
6,0,100,45.725915875169605,2.6,100.0,5.8999999999999995,263,240,5,0
6,0,100,100.0,100.0,100.0,5.1,275,239,8,1
6,0,100,100.0,100.0,100.0,5.5,294,271,5,1
6,0,100,100.0,100.0,100.0,5.8999999999999995,301,276,4,1
=======
6,0,1,100.0,2.0,100.0,1.0,0,0,4,0
6,0,2,88.88888888888889,2.6,100.0,1.0,0,0,4,0
6,0,3,92.85714285714286,2.6,100.0,1.2,1,1,3,0
6,0,4,72.72727272727273,5.1,100.0,1.7999999999999998,2,2,1,0
6,0,5,77.77777777777779,5.1,100.0,2.8000000000000003,3,3,1,0
6,0,6,79.48717948717949,3.9,100.0,3.1,12,12,4,0
6,0,7,70.0,3.9,100.0,3.2,18,18,4,0
6,0,8,88.13559322033898,5.7,100.0,3.2,22,21,4,0
6,0,9,88.52459016393442,5.7,100.0,3.2,22,21,4,0
6,0,10,67.12328767123287,5.2,100.0,3.5999999999999996,29,28,3,0
6,0,11,67.10526315789474,5.2,100.0,3.8,30,29,3,0
6,0,12,65.85365853658537,5.2,100.0,3.8,30,29,3,0
6,0,13,68.88888888888889,5.2,100.0,4.0,35,34,3,0
6,0,14,70.52631578947368,5.7,100.0,4.2,38,37,4,0
6,0,15,69.52380952380952,5.7,100.0,4.3,43,42,4,0
6,0,16,70.9090909090909,5.7,100.0,4.3,43,42,4,0
6,0,17,66.66666666666666,5.7,100.0,4.5,49,47,4,0
6,0,18,66.94214876033058,5.7,100.0,4.5,49,47,4,0
6,0,19,67.46031746031747,5.7,100.0,4.6,51,50,4,0
6,0,20,68.46153846153847,5.7,100.0,4.6,52,51,4,0
6,0,21,63.888888888888886,5.7,100.0,4.7,63,61,4,0
6,0,22,54.966887417218544,10.8,100.0,4.7,70,61,4,0
6,0,23,57.49999999999999,10.8,100.0,4.7,70,61,4,0
6,0,24,57.7639751552795,10.8,100.0,4.7,70,61,4,0
6,0,25,100.0,100.0,100.0,4.9,80,70,5,1
6,0,26,100.0,100.0,100.0,4.9,82,72,5,1
6,0,27,100.0,100.0,100.0,5.0,92,82,5,1
6,0,28,100.0,100.0,100.0,5.1,97,87,5,1
6,0,29,100.0,100.0,100.0,5.1,101,91,5,1
6,0,30,100.0,100.0,100.0,5.1,101,91,5,1
6,0,31,100.0,100.0,100.0,5.1,101,91,5,1
6,0,32,100.0,100.0,100.0,5.1,108,97,5,1
6,0,33,100.0,100.0,100.0,5.1,108,97,5,1
6,0,34,100.0,100.0,100.0,5.1,108,97,5,1
6,0,35,100.0,100.0,100.0,5.1,108,97,5,1
6,0,36,100.0,100.0,100.0,5.1,108,97,5,1
6,0,37,100.0,100.0,100.0,5.1,108,97,5,1
6,0,38,100.0,100.0,100.0,5.1,108,97,5,1
6,0,39,100.0,100.0,100.0,5.1,112,100,5,1
6,0,40,100.0,100.0,100.0,5.1,116,106,5,1
6,0,41,100.0,100.0,100.0,5.1,117,107,5,1
6,0,42,100.0,100.0,100.0,5.1,117,107,5,1
6,0,43,100.0,100.0,100.0,5.1,120,109,5,1
6,0,44,100.0,100.0,100.0,5.1,125,113,5,1
6,0,45,100.0,100.0,100.0,5.1,125,113,5,1
6,0,46,100.0,100.0,100.0,5.1,127,115,5,1
6,0,47,100.0,100.0,100.0,5.1,127,115,5,1
6,0,48,100.0,100.0,100.0,5.2,132,120,5,1
6,0,49,100.0,100.0,100.0,5.2,139,127,5,1
6,0,50,100.0,100.0,100.0,5.2,143,131,5,1
6,0,51,100.0,100.0,100.0,5.3,151,139,5,1
6,0,52,100.0,100.0,100.0,5.3,156,144,5,1
6,0,53,100.0,100.0,100.0,5.4,159,147,5,1
6,0,54,100.0,100.0,100.0,5.5,163,150,5,1
6,0,55,100.0,100.0,100.0,5.6000000000000005,166,152,5,1
6,0,56,100.0,100.0,100.0,5.6000000000000005,166,152,5,1
6,0,57,100.0,100.0,100.0,5.6000000000000005,166,152,5,1
6,0,58,100.0,100.0,100.0,5.6000000000000005,178,161,5,1
6,0,59,100.0,100.0,100.0,5.6000000000000005,183,166,5,1
6,0,60,100.0,100.0,100.0,5.6000000000000005,183,166,5,1
6,0,61,100.0,100.0,100.0,5.6000000000000005,183,166,5,1
6,0,62,100.0,100.0,100.0,5.6000000000000005,183,166,5,1
6,0,63,100.0,100.0,100.0,5.6000000000000005,183,166,5,1
6,0,64,100.0,100.0,100.0,5.6000000000000005,188,170,5,1
6,0,65,100.0,100.0,100.0,5.6000000000000005,188,170,5,1
6,0,66,100.0,100.0,100.0,5.6000000000000005,195,177,5,1
6,0,67,100.0,100.0,100.0,5.6000000000000005,198,179,5,1
6,0,68,100.0,100.0,100.0,5.6000000000000005,198,179,5,1
6,0,69,100.0,100.0,100.0,5.800000000000001,206,188,5,1
6,0,70,100.0,100.0,100.0,5.800000000000001,206,188,5,1
6,0,71,100.0,100.0,100.0,5.800000000000001,214,194,5,1
6,0,72,100.0,100.0,100.0,5.800000000000001,218,198,5,1
6,0,73,100.0,100.0,100.0,5.800000000000001,218,198,5,1
6,0,74,100.0,100.0,100.0,5.800000000000001,218,198,5,1
6,0,75,100.0,100.0,100.0,5.800000000000001,218,198,5,1
6,0,76,100.0,100.0,100.0,5.800000000000001,222,202,5,1
6,0,77,100.0,100.0,100.0,5.800000000000001,229,208,5,1
6,0,78,100.0,100.0,100.0,5.800000000000001,233,210,5,1
6,0,79,100.0,100.0,100.0,5.800000000000001,235,212,5,1
>>>>>>> 724c0f2f4b204204cd7d2af960e00cb6b0388921
