ID,Time,Train_set_size,Test_set_size,convergence_epoch,training_acc,testing_acc
1,1,8000,2000,3,100.0,100.0
1,2,8000,2000,4,100.0,100.0
1,4,8000,2000,2,100.0,100.0
1,5,8000,2000,3,100.0,100.0
1,6,8000,2000,2,100.0,100.0
1,7,8000,2000,2,100.0,100.0
1,8,8000,2000,4,99.99916553497314,100.0
1,9,8000,2000,2,100.0,100.0
1,10,8000,2000,3,100.0,100.0
1,1,8000,2000,3,100.0,100.0
1,0,8000,2000,3,100.0,100.0
