ID,Time,data,Final_acc,Final_dev_acc,initial_train_acc,initial_dev_acc,all_merges,correct_merges,state_set_size,equivalence
1,0,27,100.0,100.0,100.0,4.3999999999999995,91,91,3,1
1,0,28,100.0,100.0,100.0,4.5,92,92,3,1
1,0,29,100.0,100.0,100.0,4.6,99,99,3,1
1,0,30,100.0,100.0,100.0,4.6,99,99,3,1
1,0,31,100.0,100.0,100.0,4.6,108,108,3,1
1,0,32,100.0,100.0,100.0,4.6,108,108,3,1
1,0,33,100.0,100.0,100.0,4.6,117,117,3,1
1,0,34,100.0,100.0,100.0,4.6,123,123,3,1
1,0,35,100.0,100.0,100.0,4.7,130,129,3,1
1,0,36,100.0,100.0,100.0,4.7,130,129,3,1
1,0,37,100.0,100.0,100.0,4.7,135,134,3,1
1,0,38,100.0,100.0,100.0,4.7,135,134,3,1
1,0,39,100.0,100.0,100.0,4.7,135,134,3,1
1,0,40,100.0,100.0,100.0,4.7,136,135,3,1
1,0,41,100.0,100.0,100.0,4.7,136,135,3,1
1,0,42,100.0,100.0,100.0,4.7,136,135,3,1
1,0,43,100.0,100.0,100.0,4.7,141,140,3,1
1,0,44,100.0,100.0,100.0,4.7,150,149,3,1
1,0,45,100.0,100.0,100.0,4.7,152,151,3,1
1,0,46,100.0,100.0,100.0,4.7,158,157,3,1
1,0,47,100.0,100.0,100.0,4.7,160,159,3,1
1,0,48,100.0,100.0,100.0,4.7,165,164,3,1
1,0,49,100.0,100.0,100.0,4.8,174,173,3,1
1,0,50,100.0,100.0,100.0,4.8,180,179,3,1
1,0,51,100.0,100.0,100.0,4.8,180,179,3,1
1,0,52,100.0,100.0,100.0,4.9,182,181,3,1
1,0,53,100.0,100.0,100.0,4.9,182,181,3,1
1,0,54,100.0,100.0,100.0,4.9,185,184,3,1
1,0,55,100.0,100.0,100.0,4.9,185,184,3,1
1,0,56,100.0,100.0,100.0,4.9,190,189,3,1
1,0,57,100.0,100.0,100.0,4.9,193,192,3,1
1,0,58,100.0,100.0,100.0,4.9,193,192,3,1
1,0,59,100.0,100.0,100.0,5.0,198,197,3,1
1,0,60,100.0,100.0,100.0,5.1,206,205,3,1
1,0,61,100.0,100.0,100.0,5.1,212,211,3,1
1,0,62,100.0,100.0,100.0,5.1,219,218,3,1
1,0,63,100.0,100.0,100.0,5.1,219,218,3,1
1,0,64,100.0,100.0,100.0,5.1,228,227,3,1
1,0,65,100.0,100.0,100.0,5.1,228,227,3,1
1,0,66,100.0,100.0,100.0,5.1,228,227,3,1
1,0,67,100.0,100.0,100.0,5.1,228,227,3,1
1,0,68,100.0,100.0,100.0,5.1,231,230,3,1
1,0,69,100.0,100.0,100.0,5.1,236,235,3,1
1,0,70,100.0,100.0,100.0,5.1,236,235,3,1
1,0,71,100.0,100.0,100.0,5.1,244,243,3,1
1,0,72,100.0,100.0,100.0,5.1,244,243,3,1
1,0,73,100.0,100.0,100.0,5.1,245,244,3,1
1,0,74,100.0,100.0,100.0,5.3,250,249,3,1
1,0,75,100.0,100.0,100.0,5.3,250,249,3,1
1,0,76,100.0,100.0,100.0,5.4,255,254,3,1
1,0,77,100.0,100.0,100.0,5.4,261,260,3,1
1,0,78,100.0,100.0,100.0,5.4,261,260,3,1
1,0,79,100.0,100.0,100.0,5.4,265,264,3,1
>>>>>>> 724c0f2f4b204204cd7d2af960e00cb6b0388921
