ID,Time,data,Final_acc,Final_dev_acc,initial_train_acc,initial_dev_acc,all_merges,correct_merges,state_set_size,equivalence
0,0,44,100.0,100.0,100.0,4.9,158,158,2,1
0,0,45,100.0,100.0,100.0,4.9,158,158,2,1
0,0,46,100.0,100.0,100.0,4.9,160,160,2,1
0,0,47,100.0,100.0,100.0,4.9,162,162,2,1
0,0,48,100.0,100.0,100.0,4.9,167,167,2,1
0,0,49,100.0,100.0,100.0,5.0,176,176,2,1
0,0,50,100.0,100.0,100.0,5.0,182,181,2,1
0,0,51,100.0,100.0,100.0,5.0,182,181,2,1
0,0,52,100.0,100.0,100.0,5.0,182,181,2,1
0,0,53,100.0,100.0,100.0,5.0,191,190,2,1
0,0,54,100.0,100.0,100.0,5.0,191,190,2,1
0,0,55,100.0,100.0,100.0,5.0,193,192,2,1
0,0,56,100.0,100.0,100.0,5.0,193,192,2,1
0,0,57,100.0,100.0,100.0,5.0,195,194,2,1
0,0,58,100.0,100.0,100.0,5.0,195,194,2,1
0,0,59,100.0,100.0,100.0,5.0,211,207,2,1
0,0,60,100.0,100.0,100.0,5.0,212,208,2,1
0,0,61,100.0,100.0,100.0,5.1,225,221,2,1
0,0,62,100.0,100.0,100.0,5.1,229,225,2,1
0,0,63,100.0,100.0,100.0,5.2,233,229,2,1
0,0,64,100.0,100.0,100.0,5.2,240,236,2,1
0,0,65,100.0,100.0,100.0,5.2,246,242,2,1
0,0,66,100.0,100.0,100.0,5.2,246,242,2,1
0,0,67,100.0,100.0,100.0,5.2,246,242,2,1
0,0,68,100.0,100.0,100.0,5.2,246,242,2,1
0,0,69,100.0,100.0,100.0,5.2,256,252,2,1
0,0,70,100.0,100.0,100.0,5.2,264,260,2,1
0,0,71,100.0,100.0,100.0,5.2,269,264,2,1
0,0,72,100.0,100.0,100.0,5.2,269,264,2,1
0,0,73,100.0,100.0,100.0,5.2,269,264,2,1
0,0,74,100.0,100.0,100.0,5.2,272,267,2,1
0,0,75,100.0,100.0,100.0,5.2,272,267,2,1
0,0,76,100.0,100.0,100.0,5.2,278,273,2,1
0,0,77,100.0,100.0,100.0,5.2,278,273,2,1
0,0,78,100.0,100.0,100.0,5.3,281,276,2,1
0,0,79,100.0,100.0,100.0,5.3,288,282,2,1
>>>>>>> 724c0f2f4b204204cd7d2af960e00cb6b0388921
