ID,Time,Train_set_size,Test_set_size,convergence_epoch,training_acc,testing_acc
5,1,8000,2000,3,100.0,100.0
5,2,8000,2000,5,100.0,100.0
5,4,8000,2000,8,100.0,100.0
5,5,8000,2000,9,100.0,100.0
5,6,8000,2000,4,100.0,100.0
5,7,8000,2000,13,100.0,100.0
5,8,8000,2000,4,100.0,100.0
5,9,8000,2000,0,98.50749969482422,98.38333129882812
5,10,8000,2000,5,100.0,100.0
5,1,8000,2000,4,100.0,100.0
5,0,8000,2000,9,100.0,100.0
