
0,0,0.8,2,5,1,2.1,100.0
1,0,0.8,3,10,1,1.94,100.0
0,1,0.8,2,5,1,1.9800000000000002,100.0
1,1,0.8,3,5,1,2.13,100.0
0,1,0.2,2,4,1,1.8599999999999999,100.0
0,1,0.4,2,4,1,1.8599999999999999,100.0
0,1,0.6,2,4,1,1.8599999999999999,100.0
0,1,0.8,2,4,1,1.8599999999999999,100.0
0,1,0.9,2,4,1,1.8599999999999999,100.0
0,1,0.95,2,4,1,1.8599999999999999,100.0
1,1,0.2,3,2,0,1.8599999999999999,2.68
0,1,0.2,2,4,1,2.09,100.0
0,1,0.4,2,4,1,2.09,100.0
0,1,0.6,2,4,1,2.09,100.0
0,1,0.8,2,4,1,2.09,100.0
0,1,0.9,2,4,1,2.09,100.0
0,1,0.95,2,4,1,2.09,100.0
1,1,0.2,3,4,1,1.92,100.0
1,1,0.4,3,5,1,1.92,100.0
1,1,0.6,3,6,1,1.92,100.0
1,1,0.8,3,8,1,1.92,100.0
1,1,0.9,3,8,1,1.92,100.0
1,1,0.95,3,8,1,1.92,100.0
2,1,0.2,4,3,0,1.96,2.09
2,1,0.4,4,4,0,1.96,2.09
2,1,0.6,4,6,0,1.96,2.09
2,1,0.8,4,7,0,1.96,3.4000000000000004
2,1,0.9,4,8,1,1.96,100.0
2,1,0.95,4,9,1,1.96,100.0
3,1,0.2,5,5,0,1.94,3.36
3,1,0.4,5,6,0,1.94,3.36
3,1,0.6,5,8,1,1.94,100.0
3,1,0.8,5,8,1,1.94,100.0
3,1,0.9,5,8,1,1.94,100.0
3,1,0.95,5,8,1,1.94,100.0
4,1,0.2,6,5,0,2.01,2.06
4,1,0.4,6,6,0,2.01,2.06
4,1,0.6,6,7,0,2.01,3.4000000000000004
4,1,0.8,6,15,0,2.01,3.66
4,1,0.9,6,13,0,2.01,6.0600000000000005
4,1,0.95,6,19,0,2.01,13.52
5,1,0.2,7,5,0,1.94,1.7000000000000002
5,1,0.4,7,9,0,1.94,2.04
5,1,0.6,7,10,0,1.94,2.04
5,1,0.8,7,10,0,1.94,2.04
5,1,0.9,7,8,0,1.94,1.77
5,1,0.95,7,12,1,1.94,100.0
6,1,0.2,8,8,0,1.9900000000000002,2.4899999999999998
6,1,0.4,8,6,0,1.9900000000000002,1.5599999999999998
6,1,0.6,8,6,0,1.9900000000000002,1.5599999999999998
6,1,0.8,8,8,0,1.9900000000000002,4.02
6,1,0.9,8,8,1,1.9900000000000002,100.0
6,1,0.95,8,8,1,1.9900000000000002,100.0
7,1,0.2,9,6,0,1.91,5.2299999999999995
7,1,0.4,9,7,0,1.91,3.55
7,1,0.6,9,7,0,1.91,5.2299999999999995
7,1,0.8,9,9,1,1.91,100.0
7,1,0.9,9,10,1,1.91,100.0
7,1,0.95,9,11,1,1.91,100.0
8,1,0.2,10,3,0,2.0,3.45
8,1,0.4,10,4,0,2.0,3.45
8,1,0.6,10,4,0,2.0,3.45
8,1,0.8,10,6,0,2.0,3.45
8,1,0.9,10,7,0,2.0,18.72
8,1,0.95,10,10,1,2.0,100.0
9,1,0.2,11,5,0,1.94,2.02
9,1,0.4,11,4,0,1.94,2.4899999999999998
9,1,0.6,11,6,0,1.94,2.56
9,1,0.8,11,9,1,1.94,100.0
9,1,0.9,11,12,1,1.94,100.0
9,1,0.95,11,14,1,1.94,100.0
